user_name,window,lof_score,lof_pred
alice-dev,2026-02-15 04:20:00+00:00,1.3090179625632354,1
alice-dev,2026-02-15 04:35:00+00:00,1.5391311944850312,1
alice-dev,2026-02-15 05:00:00+00:00,0.9931384696140356,0
alice-dev,2026-02-15 05:20:00+00:00,0.9931384696140356,0
alice-dev,2026-02-15 05:35:00+00:00,1.027960371965823,0
alice-dev,2026-02-15 05:40:00+00:00,0.9931384696140356,0
alice-dev,2026-02-15 05:45:00+00:00,0.9931384696140356,0
alice-dev,2026-02-15 06:40:00+00:00,1.0467001761933594,0
alice-dev,2026-02-15 07:30:00+00:00,0.9853891218278258,0
alice-dev,2026-02-15 07:35:00+00:00,0.9853891218278258,0
alice-dev,2026-02-15 07:45:00+00:00,0.9938088269507405,0
alice-dev,2026-02-15 08:05:00+00:00,1.0523368638456871,0
alice-dev,2026-02-15 08:35:00+00:00,1.1228791001310128,0
alice-dev,2026-02-15 09:05:00+00:00,1.047708081979318,0
alice-dev,2026-02-15 09:35:00+00:00,1.265457272327462,0
alice-dev,2026-02-15 09:40:00+00:00,1.0272989443697693,0
alice-dev,2026-02-15 09:50:00+00:00,1.047708081979318,0
alice-dev,2026-02-15 10:10:00+00:00,1.0486907587226986,0
alice-dev,2026-02-15 10:15:00+00:00,1.0486907587226986,0
alice-dev,2026-02-15 10:25:00+00:00,1.0486907587226986,0
alice-dev,2026-02-15 10:30:00+00:00,1.0275735503107795,0
alice-dev,2026-02-15 10:35:00+00:00,1.0275735503107795,0
alice-dev,2026-02-15 10:40:00+00:00,1.0275735503107795,0
alice-dev,2026-02-15 10:50:00+00:00,1.1368190075849594,0
alice-dev,2026-02-15 10:55:00+00:00,1.2565531411306812,0
alice-dev,2026-02-15 11:00:00+00:00,1.1093783565651874,0
alice-dev,2026-02-15 11:05:00+00:00,1.0149938766636504,0
alice-dev,2026-02-15 11:30:00+00:00,1.1093783565651874,0
alice-dev,2026-02-15 11:40:00+00:00,1.0572638280220037,0
alice-dev,2026-02-15 12:00:00+00:00,1.1187590239040965,0
alice-dev,2026-02-15 12:05:00+00:00,1.0233991986408089,0
alice-dev,2026-02-15 12:55:00+00:00,1.0430980464792463,0
alice-dev,2026-02-15 13:00:00+00:00,1.0416223902207893,0
alice-dev,2026-02-15 13:15:00+00:00,1.0416223902207893,0
alice-dev,2026-02-16 03:30:00+00:00,1.025542943034992,0
alice-dev,2026-02-16 03:35:00+00:00,1.0328376393681256,0
alice-dev,2026-02-16 03:40:00+00:00,1.16002506241674,0
alice-dev,2026-02-16 03:45:00+00:00,1.0528796609904845,0
alice-dev,2026-02-16 03:50:00+00:00,1.1490771552680492,0
alice-dev,2026-02-16 03:55:00+00:00,1.0316205461094439,0
alice-dev,2026-02-16 04:00:00+00:00,1.0597161565269286,0
alice-dev,2026-02-16 04:05:00+00:00,1.1313648144172324,0
alice-dev,2026-02-16 04:10:00+00:00,1.0206411480529445,0
alice-dev,2026-02-16 04:20:00+00:00,1.080647085026362,0
alice-dev,2026-02-16 04:25:00+00:00,1.169643677040292,0
alice-dev,2026-02-16 04:30:00+00:00,1.1400262620012767,0
alice-dev,2026-02-16 04:35:00+00:00,1.1922812668848626,0
alice-dev,2026-02-16 04:40:00+00:00,1.2005456646991663,0
alice-dev,2026-02-16 04:45:00+00:00,1.1729438064137183,0
alice-dev,2026-02-16 04:50:00+00:00,1.0356244969500006,0
alice-dev,2026-02-16 04:55:00+00:00,1.1245290982276912,0
alice-dev,2026-02-16 05:00:00+00:00,1.050774984747572,0
alice-dev,2026-02-16 05:05:00+00:00,1.1303899548846446,0
alice-dev,2026-02-16 05:10:00+00:00,1.0444671694307757,0
alice-dev,2026-02-16 05:15:00+00:00,1.0371952795771284,0
alice-dev,2026-02-16 05:20:00+00:00,1.3349206611185909,1
alice-dev,2026-02-16 05:25:00+00:00,1.0668580564899681,0
alice-dev,2026-02-16 05:30:00+00:00,1.0510642385221052,0
alice-dev,2026-02-16 05:35:00+00:00,1.1935410092830485,0
alice-dev,2026-02-16 05:45:00+00:00,1.0899900852699433,0
alice-dev,2026-02-16 05:50:00+00:00,1.0801405853502408,0
alice-dev,2026-02-16 05:55:00+00:00,1.0956366746203434,0
alice-dev,2026-02-16 06:00:00+00:00,1.1150173512515118,0
alice-dev,2026-02-16 06:05:00+00:00,1.1968591341837282,0
alice-dev,2026-02-16 06:10:00+00:00,1.2183396063836438,0
alice-dev,2026-02-16 06:15:00+00:00,1.075457381752161,0
alice-dev,2026-02-16 06:20:00+00:00,1.4175288313427499,1
alice-dev,2026-02-16 06:25:00+00:00,1.329052994830312,1
alice-dev,2026-02-16 06:30:00+00:00,1.2891761865473814,0
alice-dev,2026-02-16 06:35:00+00:00,1.0881574469540034,0
alice-dev,2026-02-16 06:40:00+00:00,1.0590819994976315,0
alice-dev,2026-02-16 06:45:00+00:00,1.2116300516938165,0
alice-dev,2026-02-16 06:50:00+00:00,1.0894639523266783,0
alice-dev,2026-02-16 06:55:00+00:00,1.398657079053796,1
alice-dev,2026-02-16 07:00:00+00:00,1.2222969070782852,0
alice-dev,2026-02-16 07:05:00+00:00,0.9995968973354612,0
alice-dev,2026-02-16 07:10:00+00:00,1.0355373211052799,0
alice-dev,2026-02-16 07:15:00+00:00,1.0458289477431388,0
alice-dev,2026-02-16 07:30:00+00:00,1.1754704493909678,0
alice-dev,2026-02-16 07:35:00+00:00,1.0865649953340506,0
alice-dev,2026-02-16 07:40:00+00:00,1.0132700096913063,0
alice-dev,2026-02-16 07:45:00+00:00,1.0016595619874868,0
alice-dev,2026-02-16 07:50:00+00:00,1.1903767765555067,0
alice-dev,2026-02-16 07:55:00+00:00,0.9972303459017587,0
alice-dev,2026-02-16 08:00:00+00:00,0.9993182128674936,0
alice-dev,2026-02-16 08:05:00+00:00,0.9977595085311125,0
alice-dev,2026-02-16 08:10:00+00:00,1.0511672918059867,0
alice-dev,2026-02-16 08:15:00+00:00,1.1488665505334805,0
alice-dev,2026-02-16 08:20:00+00:00,1.0034225312220193,0
alice-dev,2026-02-16 08:25:00+00:00,1.0628957858503307,0
alice-dev,2026-02-16 08:30:00+00:00,1.0391921612874593,0
alice-dev,2026-02-16 08:35:00+00:00,1.0038377596113282,0
alice-dev,2026-02-16 08:40:00+00:00,1.1697488532230027,0
alice-dev,2026-02-16 08:45:00+00:00,0.9934779737259091,0
alice-dev,2026-02-16 08:50:00+00:00,1.0604016351877692,0
alice-dev,2026-02-16 08:55:00+00:00,1.0041919365806957,0
alice-dev,2026-02-16 09:00:00+00:00,1.1936384740951829,0
alice-dev,2026-02-16 09:05:00+00:00,1.0341339320326315,0
alice-dev,2026-02-16 09:10:00+00:00,1.1595349332919616,0
alice-dev,2026-02-16 09:15:00+00:00,1.1879907707824329,0
alice-dev,2026-02-16 09:20:00+00:00,1.2101605235867394,0
alice-dev,2026-02-16 09:25:00+00:00,1.176394515700458,0
alice-dev,2026-02-16 09:30:00+00:00,1.1011674460822125,0
alice-dev,2026-02-16 09:35:00+00:00,1.0691093661492717,0
alice-dev,2026-02-16 09:40:00+00:00,1.1966034214780228,0
alice-dev,2026-02-16 09:45:00+00:00,1.2183314262786171,0
alice-dev,2026-02-16 09:50:00+00:00,1.2073524058965572,0
alice-dev,2026-02-16 09:55:00+00:00,1.1280705923066636,0
alice-dev,2026-02-16 10:00:00+00:00,1.0895864766793932,0
alice-dev,2026-02-16 10:05:00+00:00,1.1539204442679245,0
alice-dev,2026-02-16 10:10:00+00:00,1.1258288539974133,0
alice-dev,2026-02-16 10:15:00+00:00,1.1456152747150077,0
alice-dev,2026-02-16 10:20:00+00:00,1.2770446043382078,0
alice-dev,2026-02-16 10:25:00+00:00,1.089313378332236,0
alice-dev,2026-02-16 10:30:00+00:00,1.1140531591491796,0
alice-dev,2026-02-16 10:35:00+00:00,1.0897717535350888,0
alice-dev,2026-02-16 10:40:00+00:00,1.2502379732149285,0
alice-dev,2026-02-16 10:45:00+00:00,1.3086395371852069,1
alice-dev,2026-02-16 10:50:00+00:00,1.2510801844358732,0
alice-dev,2026-02-16 10:55:00+00:00,1.1430559740068325,0
alice-dev,2026-02-16 11:00:00+00:00,1.2661473519914492,0
alice-dev,2026-02-16 11:05:00+00:00,1.0639767571234604,0
alice-dev,2026-02-16 11:10:00+00:00,1.2874939641386574,0
alice-dev,2026-02-16 11:15:00+00:00,1.1334182746517023,0
alice-dev,2026-02-16 11:20:00+00:00,1.0571266474683394,0
alice-dev,2026-02-16 11:25:00+00:00,1.0478012647826846,0
alice-dev,2026-02-16 11:30:00+00:00,1.1809201201166386,0
alice-dev,2026-02-16 11:35:00+00:00,1.1330885120242926,0
alice-dev,2026-02-16 11:40:00+00:00,1.2900265711596488,0
alice-dev,2026-02-16 11:45:00+00:00,1.1607957425246034,0
alice-dev,2026-02-16 11:50:00+00:00,1.3610469437414878,1
alice-dev,2026-02-16 11:55:00+00:00,1.1442072298536903,0
alice-dev,2026-02-16 12:00:00+00:00,1.1628415420049591,0
alice-dev,2026-02-16 12:10:00+00:00,1.2376558120731045,0
alice-dev,2026-02-16 12:15:00+00:00,1.0995205321800645,0
alice-dev,2026-02-16 12:20:00+00:00,1.0561421641307966,0
alice-dev,2026-02-16 12:25:00+00:00,1.1775708379805723,0
alice-dev,2026-02-16 12:30:00+00:00,1.1129939252491385,0
alice-dev,2026-02-16 12:35:00+00:00,1.1396262199000997,0
alice-dev,2026-02-16 12:40:00+00:00,1.4378070231668534,1
alice-dev,2026-02-16 12:45:00+00:00,1.0836983046261395,0
alice-dev,2026-02-16 12:50:00+00:00,1.1475901429959603,0
alice-dev,2026-02-16 12:55:00+00:00,1.1927930647888367,0
alice-dev,2026-02-16 13:00:00+00:00,1.3812125356418372,1
alice-dev,2026-02-16 13:05:00+00:00,1.214473831655863,0
alice-dev,2026-02-16 13:10:00+00:00,1.1877889771638244,0
alice-dev,2026-02-16 13:15:00+00:00,1.2678100399796928,0
alice-dev,2026-02-16 13:20:00+00:00,1.2189122305164146,0
alice-dev,2026-02-16 13:25:00+00:00,1.4638636557516755,1
alice-dev,2026-02-16 20:30:00+00:00,1.7251772355110027,1
alice-dev,2026-02-16 20:35:00+00:00,1.5470442622177245,1
alice-dev,2026-02-16 20:40:00+00:00,1.5470442622177245,1
alice-dev,2026-02-16 20:50:00+00:00,1.5470442622177245,1
alice-dev,2026-02-16 21:55:00+00:00,1.4315638253539495,1
alice-dev,2026-02-17 03:30:00+00:00,1.1411039637711684,0
alice-dev,2026-02-17 03:35:00+00:00,1.2731053539169541,0
alice-dev,2026-02-17 03:40:00+00:00,1.2881241271993333,0
alice-dev,2026-02-17 03:45:00+00:00,1.6129504173969214,1
alice-dev,2026-02-17 03:50:00+00:00,1.3228019447875894,1
alice-dev,2026-02-17 03:55:00+00:00,1.2056419908102742,0
alice-dev,2026-02-17 04:00:00+00:00,1.0851148510328474,0
alice-dev,2026-02-17 04:05:00+00:00,1.0867340514168202,0
alice-dev,2026-02-17 04:10:00+00:00,1.1535956625318213,0
alice-dev,2026-02-17 04:15:00+00:00,1.0923697599111022,0
alice-dev,2026-02-17 04:25:00+00:00,1.0676374847111862,0
alice-dev,2026-02-17 04:30:00+00:00,1.2087621421948416,0
alice-dev,2026-02-17 04:35:00+00:00,1.278913686742726,0
alice-dev,2026-02-17 04:40:00+00:00,1.3254002142156074,1
alice-dev,2026-02-17 04:45:00+00:00,1.073327431569031,0
alice-dev,2026-02-17 04:55:00+00:00,1.0974605936983188,0
alice-dev,2026-02-17 05:00:00+00:00,1.2155935747937903,0
alice-dev,2026-02-17 05:05:00+00:00,1.1774965529376638,0
alice-dev,2026-02-17 05:15:00+00:00,1.1003176880376109,0
alice-dev,2026-02-17 05:20:00+00:00,1.0870295644126786,0
alice-dev,2026-02-17 05:25:00+00:00,1.058279976289722,0
alice-dev,2026-02-17 05:30:00+00:00,1.1111664856175576,0
alice-dev,2026-02-17 05:35:00+00:00,1.1268065241179417,0
alice-dev,2026-02-17 05:40:00+00:00,1.0917349585304585,0
alice-dev,2026-02-17 05:45:00+00:00,1.0247801874597415,0
alice-dev,2026-02-17 05:55:00+00:00,1.185543101583064,0
alice-dev,2026-02-17 06:00:00+00:00,1.1354821766577547,0
alice-dev,2026-02-17 06:05:00+00:00,1.116797673491655,0
alice-dev,2026-02-17 06:10:00+00:00,1.084602082323383,0
alice-dev,2026-02-17 06:15:00+00:00,1.0397649550714296,0
alice-dev,2026-02-17 06:20:00+00:00,1.094339925005719,0
alice-dev,2026-02-17 06:30:00+00:00,1.1238046064806901,0
alice-dev,2026-02-17 06:35:00+00:00,1.0168367841313206,0
alice-dev,2026-02-17 06:40:00+00:00,1.0473119997208926,0
alice-dev,2026-02-17 06:45:00+00:00,1.044687439113124,0
alice-dev,2026-02-17 06:50:00+00:00,1.1128197288008486,0
alice-dev,2026-02-17 06:55:00+00:00,1.044687439113124,0
alice-dev,2026-02-17 07:00:00+00:00,1.039582955464932,0
alice-dev,2026-02-17 07:05:00+00:00,1.0374325889184528,0
alice-dev,2026-02-17 07:15:00+00:00,0.9974332546133763,0
alice-dev,2026-02-17 07:20:00+00:00,1.0285491973710161,0
alice-dev,2026-02-17 07:25:00+00:00,1.0285491973710161,0
alice-dev,2026-02-17 07:30:00+00:00,0.9950988924012122,0
alice-dev,2026-02-17 07:40:00+00:00,1.1175189992718744,0
alice-dev,2026-02-17 07:45:00+00:00,1.0272121803274707,0
alice-dev,2026-02-17 07:50:00+00:00,1.168808522847538,0
alice-dev,2026-02-17 07:55:00+00:00,1.0392902228069043,0
alice-dev,2026-02-17 08:00:00+00:00,1.1277239073372811,0
alice-dev,2026-02-17 08:05:00+00:00,1.150342507872893,0
alice-dev,2026-02-17 08:10:00+00:00,1.1202468198054445,0
alice-dev,2026-02-17 08:15:00+00:00,1.2192480107812524,0
alice-dev,2026-02-17 08:20:00+00:00,1.2385977238503134,0
alice-dev,2026-02-17 08:25:00+00:00,1.091178101488235,0
alice-dev,2026-02-17 08:30:00+00:00,1.1116404087072793,0
alice-dev,2026-02-17 08:35:00+00:00,1.214192995936372,0
alice-dev,2026-02-17 08:40:00+00:00,1.150342507872893,0
